id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity
29vIEdxgMT9H1fnBMecWjA,Lo Tienes Todo,0.702,0.836,8,-3.599,1,0.0658,0.204,0.0,0.0698,0.63,117.897,audio_features,spotify:track:29vIEdxgMT9H1fnBMecWjA,https://api.spotify.com/v1/tracks/29vIEdxgMT9H1fnBMecWjA,https://api.spotify.com/v1/audio-analysis/29vIEdxgMT9H1fnBMecWjA,164387,4,80
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,audio_features,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU,142335,3,84
0hkoQgoqic1qQtxPOudmrx,Amor,0.717,0.502,2,-6.329,1,0.0479,0.208,1.31e-05,0.12,0.424,180.01,audio_features,spotify:track:0hkoQgoqic1qQtxPOudmrx,https://api.spotify.com/v1/tracks/0hkoQgoqic1qQtxPOudmrx,https://api.spotify.com/v1/audio-analysis/0hkoQgoqic1qQtxPOudmrx,202059,4,81
1sXr6moCwVxwKEgSPxhVvF,Apaga El Cel,0.744,0.842,10,-6.576,0,0.0358,0.101,2.43e-06,0.148,0.814,125.258,audio_features,spotify:track:1sXr6moCwVxwKEgSPxhVvF,https://api.spotify.com/v1/tracks/1sXr6moCwVxwKEgSPxhVvF,https://api.spotify.com/v1/audio-analysis/1sXr6moCwVxwKEgSPxhVvF,170832,3,79
5HR7yfhSCeoOHRQN05XnZQ,QUE VUELVAS,0.497,0.644,10,-4.309,1,0.0443,0.188,0.0,0.114,0.779,162.542,audio_features,spotify:track:5HR7yfhSCeoOHRQN05XnZQ,https://api.spotify.com/v1/tracks/5HR7yfhSCeoOHRQN05XnZQ,https://api.spotify.com/v1/audio-analysis/5HR7yfhSCeoOHRQN05XnZQ,169419,4,80
3FqUPvubYeRCMsdJ02QyZR,TÚ NAME,0.76,0.747,0,-5.083,0,0.0282,0.0675,2.73e-06,0.309,0.884,128.912,audio_features,spotify:track:3FqUPvubYeRCMsdJ02QyZR,https://api.spotify.com/v1/tracks/3FqUPvubYeRCMsdJ02QyZR,https://api.spotify.com/v1/audio-analysis/3FqUPvubYeRCMsdJ02QyZR,152079,3,80
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,0.56,0.681,6,-6.304,0,0.244,0.103,0.0,0.106,0.388,155.079,audio_features,spotify:track:0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,223320,4,89
3fJHbMUnzceimOnNjp63fF,Primera Cita,0.536,0.396,10,-7.804,1,0.0687,0.604,6.97e-05,0.0969,0.491,157.846,audio_features,spotify:track:3fJHbMUnzceimOnNjp63fF,https://api.spotify.com/v1/tracks/3fJHbMUnzceimOnNjp63fF,https://api.spotify.com/v1/audio-analysis/3fJHbMUnzceimOnNjp63fF,186456,3,83
1jIirpaACmgb4nTYfywys4,BELANOVA,0.726,0.808,1,-5.845,1,0.064,0.556,5.4e-06,0.208,0.814,129.84,audio_features,spotify:track:1jIirpaACmgb4nTYfywys4,https://api.spotify.com/v1/tracks/1jIirpaACmgb4nTYfywys4,https://api.spotify.com/v1/audio-analysis/1jIirpaACmgb4nTYfywys4,164822,3,80
3OJDtCdYs8QJnui708tEU3,Soltera,0.841,0.752,2,-4.735,1,0.105,0.167,0.00046,0.949,0.67,100.076,audio_features,spotify:track:3OJDtCdYs8QJnui708tEU3,https://api.spotify.com/v1/tracks/3OJDtCdYs8QJnui708tEU3,https://api.spotify.com/v1/audio-analysis/3OJDtCdYs8QJnui708tEU3,214643,4,86
2HSqF98IZ3OIGVUHHUwGdV,On D Gas,0.786,0.888,5,-5.875,0,0.0916,0.248,0.0,0.16,0.852,108.876,audio_features,spotify:track:2HSqF98IZ3OIGVUHHUwGdV,https://api.spotify.com/v1/tracks/2HSqF98IZ3OIGVUHHUwGdV,https://api.spotify.com/v1/audio-analysis/2HSqF98IZ3OIGVUHHUwGdV,201323,3,74
179TZwPk0txEvjkraVTVKo,El Precio De La Soledad,0.715,0.846,10,-3.665,1,0.18,0.129,2.57e-06,0.084,0.909,95.426,audio_features,spotify:track:179TZwPk0txEvjkraVTVKo,https://api.spotify.com/v1/tracks/179TZwPk0txEvjkraVTVKo,https://api.spotify.com/v1/audio-analysis/179TZwPk0txEvjkraVTVKo,186360,4,77
6PhRhocBXP4y7NpciGmzra,Después De La 1,0.805,0.581,6,-5.091,0,0.0601,0.0303,0.0202,0.0933,0.528,99.973,audio_features,spotify:track:6PhRhocBXP4y7NpciGmzra,https://api.spotify.com/v1/tracks/6PhRhocBXP4y7NpciGmzra,https://api.spotify.com/v1/audio-analysis/6PhRhocBXP4y7NpciGmzra,177600,4,87
